,flights,hotel,grocery,gas,dining,other,flat_cash_back,rotating,name,req_credit,application_link,card_type,annual_fee
770,0.0,0.0,0.0,0.0,0.0,0.0,False,False,Webster Bank Visa® Platinum Card,,,Visa,0.0
771,1.0,1.0,1.0,1.0,1.0,1.0,False,False,Wells Fargo Advisors By Invitation® Visa Signature ® Card,,,Visa,0.0
772,1.5,1.5,1.5,1.5,1.5,1.5,True,False,Wells Fargo Business Elite Card,,,Unknown,0.0
773,1.5,1.5,1.5,1.5,1.5,1.5,True,False,Wells Fargo Business Platinum Credit Card,,,Unknown,0.0
774,1.5,1.5,1.5,1.5,1.5,1.5,True,False,Wells Fargo Business Secured Credit Card,,,Unknown,0.0
775,1.0,1.0,1.0,1.0,1.0,1.0,False,False,Wells Fargo Cash Back College Visa® Card,,,Visa,0.0
776,1.0,1.0,1.0,1.0,1.0,1.0,False,False,Wells Fargo Visa Signature® Card,,,Visa,0.0
777,0.0,0.0,0.0,0.0,0.0,0.0,False,False,WestJet RBC MasterCard,,,MasterCard,0.0
778,0.0,0.0,0.0,0.0,0.0,0.0,False,False,WestJet RBC® World Elite MasterCard‡,,,MasterCard,0.0
779,1.0,1.0,1.0,2.0,1.0,1.0,False,False,Whitetails Unlimited Visa® Rewards Card,,,Visa,0.0
780,1.0,1.0,1.0,1.0,1.0,1.0,False,False,World Wildlife Fund Visa Card,,,Visa,0.0
781,0.0,0.0,0.0,0.0,0.0,0.0,False,False,Wyndham Rewards® Visa Signature® Card (Annual Fee),,,Visa,0.0
782,0.0,0.0,0.0,0.0,0.0,0.0,False,False,Wyndham Rewards® Visa Signature® Card (No Annual Fee),,,Visa,0.0
783,1.0,1.0,1.0,1.0,1.0,1.0,False,False,Zions Bank AmaZing Cash® Credit Card,,,Unknown,0.0
784,1.0,1.0,1.0,1.0,1.0,1.0,False,False,Zions Bank AmaZing Cash™ for Business Credit Card,,,Unknown,0.0
785,0.0,0.0,0.0,0.0,0.0,0.0,False,False,Zions Bank AmaZing Rate® for Business,,,Unknown,0.0
786,0.0,0.0,0.0,0.0,0.0,0.0,False,False,Zions Bank AmaZing Rate™ Low Rate Credit Card,,,Unknown,0.0
787,0.0,0.0,0.0,0.0,0.0,0.0,False,False,Zions Bank AmaZing Rewards® Credit Card,,,Unknown,0.0
788,0.0,0.0,0.0,0.0,0.0,0.0,False,False,Zions Bank AmaZing Rewards® for Business,,,Unknown,0.0
