name,flights,hotel,grocery,gas,dining,other,rotating,flat_cash_back,req_credit,annual_fee,card_type,application_link,review_link,annual_bonus,image_url,converted_name
Costco Anywhere Visa® Card by Citi,3.0,3.0,1.0,4.0,3.0,1.0,FALSE,FALSE,720,0.0,Visa,https://www.nerdwallet.com/redirect/credit-cards/4227?clickHeader_category=Credit%20Card&clickHeader_productId=4227&name=CitiBank-Costco-Anywhere&trk_channel=web&trk_element=button&trk_location=MarketplaceApplyNow&trk_nldt=Decide&trk_pagetype=review&trk_sectionCategory=MarketplaceProductCard__cta&trk_topic=Cash%20Back%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application&has_prequalified=false&impression_id=&link_type=APPLY_NOW_BUTTON&monetizable=&page_number=&product_display_driver=&product_position=1&section_name=&section_position=&header_pageViewId=c2ad4cc9-2fa0-4fb1-a926-f28fdf054556&clickHeader_productSlug=CitiBank-Costco-Anywhere&clickHeader_productLocation=MarketplaceProductCard&clickHeader_productInstance=unknown&clickHeader_linkType=APPLY_NOW_BUTTON&clickHeader_productPosition=1&clickHeader_sectionPosition=&clickHeader_offerVersionId=172356&clickHeader_pageNumber=&clickHeader_impressionId=ec27e4ee-f285-4563-aab9-2243f38fb6d6&pos=1,https://www.nerdwallet.com/reviews/credit-cards/costco-anywhere-visa,0.0,//www.nerdwallet.com/c1/images/4227_8ec21fa8788adc23c447d0607c7006a4_142x225_L.jpg,Costco-Anywhere-Visa-Card-by-Citi
Lowe's Advantage Card,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,FALSE,690,0.0,Unknown,,https://www.nerdwallet.com/reviews/credit-cards/lowes-advantage,0.0,//www.nerdwallet.com/c1/images/65575_9ef1d5d80b65705dfc9ceadd6ff4561d_142x225_L.jpg,Lowe's-Advantage-Card
Sam's Club® Mastercard®,3.0,3.0,1.0,5.0,3.0,1.0,FALSE,FALSE,690,0.0,MasterCard,,https://www.nerdwallet.com/reviews/credit-cards/sams-club,0.0,//www.nerdwallet.com/c1/images/64100_34d319c16fd5b13346c7d0fb857121f2_141x225_L.jpg,Sam's-Club-Mastercard
Starbucks® Rewards Visa® Card,1.0,1.0,1.0,1.0,1.0,2.0,FALSE,FALSE,690,49.0,Visa,,https://www.nerdwallet.com/reviews/credit-cards/starbucks-rewards,0.0,//www.nerdwallet.com/c1/images/65574_4acab30316d524693c2939dde68637f5_142x225_L.jpg,Starbucks-Rewards-Visa-Card
Target REDcard™ Credit Card,1.0,1.0,1.0,1.0,1.0,5.0,FALSE,FALSE,690,0.0,Unknown,,https://www.nerdwallet.com/reviews/credit-cards/target-redcard,0.0,//www.nerdwallet.com/c1/images/65566_25d22d66ecc7bf1b6ed28438ba9e235c_141x225_L.jpg,Target-REDcard-Credit-Card
Uber Credit Card,1.0,1.0,1.0,1.0,3.0,1.0,FALSE,FALSE,690,0.0,Unknown,,https://www.nerdwallet.com/reviews/credit-cards/uber-card,0.0,//www.nerdwallet.com/c1/images/65561_8e6bd02b9e2b96a2048fec4f0bedeabd_153x225_L.jpg,Uber-Credit-Card
Capital One® Walmart Rewards™ Mastercard®,2.0,2.0,1.0,1.0,2.0,1.0,FALSE,FALSE,630,0.0,MasterCard,,https://www.nerdwallet.com/reviews/credit-cards/walmart-credit-card,0.0,//cdn.nerdwallet.com/img/cc/CC_placeholder.svg,Capital-One-Walmart-Rewards-Mastercard
ABOC Platinum Rewards Mastercard® Credit Card,1.0,1.0,1.0,1.0,1.0,1.0,FALSE,TRUE,720,0.0,MasterCard,https://www.nerdwallet.com/redirect/credit-cards/65383?clickHeader_category=Credit%20Card&clickHeader_productId=65383&name=Amalgamated-Bank-of-Chicago-Platinum-Rewards&trk_channel=web&trk_element=button&trk_location=MarketplaceApplyNow&trk_nldt=Decide&trk_pagetype=review&trk_sectionCategory=MarketplaceProductCard__cta&trk_topic=Rewards%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application&has_prequalified=false&impression_id=&link_type=APPLY_NOW_BUTTON&monetizable=&page_number=&product_display_driver=&product_position=1&section_name=&section_position=&header_pageViewId=2fd99764-e3a1-48aa-962a-fef5cfe28699&clickHeader_productSlug=Amalgamated-Bank-of-Chicago-Platinum-Rewards&clickHeader_productLocation=MarketplaceProductCard&clickHeader_productInstance=unknown&clickHeader_linkType=APPLY_NOW_BUTTON&clickHeader_productPosition=1&clickHeader_sectionPosition=&clickHeader_offerVersionId=173122&clickHeader_pageNumber=&clickHeader_impressionId=04e44da4-8234-4b98-a40a-a38c7b7b8a3c&pos=1,https://www.nerdwallet.com/reviews/credit-cards/aboc-platinum-rewards,0.0,//www.nerdwallet.com/c1/images/65383_b2e753ce190b89b96a92423528d92372_141x225_L.jpg,ABOC-Platinum-Rewards-Mastercard-Credit-Card
AvantCard Credit Card,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,FALSE,630,39.0,Unknown,https://www.nerdwallet.com/redirect/credit-cards/65541?clickHeader_category=Credit%20Card&clickHeader_productId=65541&name=Avant-AvantCard&trk_channel=web&trk_element=button&trk_location=MarketplaceApplyNow&trk_nldt=Learn-Decide&trk_pagetype=review&trk_sectionCategory=MarketplaceProductCard__cta&trk_topic=Credit%20Cards%20for%20Average%20or%20Fair%20Credit&trk_vertical=Credit%20Cards&finish_type=external_application&has_prequalified=false&impression_id=&link_type=APPLY_NOW_BUTTON&monetizable=&page_number=&product_display_driver=&product_position=1&section_name=&section_position=&header_pageViewId=c631e503-bca6-445e-8ae8-760d500c9603&clickHeader_productSlug=Avant-AvantCard&clickHeader_productLocation=MarketplaceProductCard&clickHeader_productInstance=unknown&clickHeader_linkType=APPLY_NOW_BUTTON&clickHeader_productPosition=1&clickHeader_sectionPosition=&clickHeader_offerVersionId=169209&clickHeader_pageNumber=&clickHeader_impressionId=7ecb9acc-0fc8-4dad-a516-620b8fe69d9c&pos=1,https://www.nerdwallet.com/reviews/credit-cards/avantcard,0.0,//www.nerdwallet.com/c1/images/65541_7caa580f5002b20ef0d76e3cef5567de_141x225_L.jpg,AvantCard-Credit-Card
Capital One® Platinum Credit Card,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,FALSE,630,0.0,Unknown,,https://www.nerdwallet.com/reviews/credit-cards/capital-one-platinum,0.0,//cdn.nerdwallet.com/img/cc/CC_placeholder.svg,Capital-One-Platinum-Credit-Card
Capital One® QuicksilverOne® Cash Rewards Credit Card,1.5,1.5,1.5,1.5,1.5,1.5,FALSE,TRUE,630,39.0,Unknown,,https://www.nerdwallet.com/reviews/credit-cards/capital-one-quicksilverone,0.0,//cdn.nerdwallet.com/img/cc/CC_placeholder.svg,Capital-One-QuicksilverOne-Cash-Rewards-Credit-Card
Deserve® Pro Mastercard,3.0,3.0,1.0,1.0,2.0,1.0,FALSE,FALSE,690,0.0,MasterCard,,https://www.nerdwallet.com/reviews/credit-cards/deserve-pro,0.0,//cdn.nerdwallet.com/img/cc/CC_placeholder.svg,Deserve-Pro-Mastercard
Petal® Visa® Credit Card,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,FALSE,630,0.0,Visa,https://www.nerdwallet.com/redirect/credit-cards/65548?clickHeader_category=Credit%20Card&clickHeader_productId=65548&name=Petal-Credit-Card&trk_channel=web&trk_element=button&trk_location=MarketplaceApplyNow&trk_nldt=Learn-Decide&trk_pagetype=review&trk_sectionCategory=MarketplaceProductCard__cta&trk_topic=Low%20Interest%20and%20No%20Fee%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application&has_prequalified=false&impression_id=&link_type=APPLY_NOW_BUTTON&monetizable=&page_number=&product_display_driver=&product_position=1&section_name=&section_position=&header_pageViewId=267cdef0-9518-4f0e-96a6-d80334ba1e08&clickHeader_productSlug=Petal-Credit-Card&clickHeader_productLocation=MarketplaceProductCard&clickHeader_productInstance=unknown&clickHeader_linkType=APPLY_NOW_BUTTON&clickHeader_productPosition=1&clickHeader_sectionPosition=&clickHeader_offerVersionId=174585&clickHeader_pageNumber=&clickHeader_impressionId=b2ac2c43-3674-4390-8a32-bd0f1fdf4a54&pos=1,https://www.nerdwallet.com/reviews/credit-cards/petal-visa,0.0,//www.nerdwallet.com/c1/images/65548_f996df5fba3403ac6d874bca6c8c3b05_142x225_L.jpg,Petal-Visa-Credit-Card
