name,flights,hotel,grocery,gas,dining,other,rotating,flat_cash_back,req_credit,annual_fee,card_type,application_link,review_link,annual_bonus,image_url,converted_name
Hilton Honors American Express Surpass® Card,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,FALSE,690,95.0,American Express,https://www.nerdwallet.com/redirect/credit-cards/65504?clickHeader_category=Credit%20Card&clickHeader_productId=65504&name=Hilton-Honors-Ascend&trk_channel=web&trk_element=button&trk_location=MarketplaceApplyNow&trk_nldt=Decide&trk_pagetype=review&trk_sectionCategory=MarketplaceProductCard__cta&trk_topic=Rewards%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application&has_prequalified=false&impression_id=&link_type=APPLY_NOW_BUTTON&monetizable=&page_number=&product_display_driver=&product_position=1&section_name=&section_position=&header_pageViewId=a3e896e9-bc74-4219-b7bb-75fdb8adecaa,https://www.nerdwallet.com/reviews/credit-cards/hilton-amex-ascend,0.0,//www.nerdwallet.com/c1/images/65504_d5816111bcd4e17c7cca0e8c2b6e7d13_142x225_L.jpg,Hilton-Honors-American-Express-Surpass-Card
The World Of Hyatt Credit Card,1.0,1.0,1.0,1.0,2.0,1.0,FALSE,FALSE,690,95.0,Unknown,https://www.nerdwallet.com/redirect/credit-cards/65537?clickHeader_category=Credit%20Card&clickHeader_productId=65537&name=Chase-World-Of-Hyatt&trk_channel=web&trk_element=button&trk_location=MarketplaceApplyNow&trk_nldt=Learn-Decide&trk_pagetype=review&trk_sectionCategory=MarketplaceProductCard__cta&trk_topic=Rewards%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application&has_prequalified=false&impression_id=&link_type=APPLY_NOW_BUTTON&monetizable=&page_number=&product_display_driver=&product_position=1&section_name=&section_position=&header_pageViewId=5537bcb1-1dbc-4363-87f7-16a79cb20bcf,https://www.nerdwallet.com/reviews/credit-cards/world-of-hyatt,0.0,//www.nerdwallet.com/c1/images/65537_c2e68563023e5bfdc123cae352f07580_138x225_L.jpg,The-World-Of-Hyatt-Credit-Card
IHG® Rewards Club Premier Credit Card,1.0,1.0,1.0,2.0,1.0,1.0,FALSE,FALSE,690,89.0,Unknown,https://www.nerdwallet.com/redirect/credit-cards/65522?clickHeader_category=Credit%20Card&clickHeader_productId=65522&name=Chase-IHG-Rewards-Club-Premier&trk_channel=web&trk_element=button&trk_location=MarketplaceApplyNow&trk_nldt=Decide&trk_pagetype=review&trk_sectionCategory=MarketplaceProductCard__cta&trk_topic=Travel%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application&has_prequalified=false&impression_id=&link_type=APPLY_NOW_BUTTON&monetizable=&page_number=&product_display_driver=&product_position=1&section_name=&section_position=&header_pageViewId=3d36d8b1-9417-411f-8e50-80b231f16bb5,https://www.nerdwallet.com/reviews/credit-cards/ihg-credit-card,100.0,//www.nerdwallet.com/c1/images/65522_3e230ebe8e5cce9901c2b0d45b794f5e_138x225_L.jpg,IHG-Rewards-Club-Premier-Credit-Card
IHG® Rewards Club Traveler Credit Card,1.0,1.0,1.0,2.0,1.0,1.0,FALSE,FALSE,690,0.0,Unknown,https://www.nerdwallet.com/redirect/credit-cards/65734?clickHeader_category=Credit%20Card&clickHeader_productId=65734&name=Chase-IHG-Rewards-Club-Traveler&trk_channel=web&trk_element=button&trk_location=MarketplaceApplyNow&trk_nldt=undefined&trk_pagetype=review&trk_sectionCategory=MarketplaceProductCard__cta&trk_topic=Rewards%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application&has_prequalified=false&impression_id=&link_type=APPLY_NOW_BUTTON&monetizable=&page_number=&product_display_driver=&product_position=1&section_name=&section_position=&header_pageViewId=4bb1bbb5-f5a9-4216-86b1-7c212a9bbac2,https://www.nerdwallet.com/reviews/credit-cards/ihg-traveler,0.0,//www.nerdwallet.com/c1/images/65734_92db52adaddb25df6c49431b831adac4_138x225_L.jpg,IHG-Rewards-Club-Traveler-Credit-Card
Marriott Bonvoy Bold™ Credit Card,2.0,1.0,1.0,1.0,1.0,1.0,FALSE,FALSE,690,0.0,Unknown,https://www.nerdwallet.com/redirect/credit-cards/65626?clickHeader_category=Credit%20Card&clickHeader_productId=65626&name=Chase-Marriott-Bonvoy-Bold-Credit-Card&trk_channel=web&trk_element=button&trk_location=MarketplaceApplyNow&trk_nldt=Learn-Decide&trk_pagetype=review&trk_sectionCategory=MarketplaceProductCard__cta&trk_topic=Travel%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application&has_prequalified=false&impression_id=&link_type=APPLY_NOW_BUTTON&monetizable=&page_number=&product_display_driver=&product_position=1&section_name=&section_position=&header_pageViewId=1c234abf-db17-442c-92de-03f68cc4d2cb,https://www.nerdwallet.com/reviews/credit-cards/marriott-bonvoy-bold,0.0,//www.nerdwallet.com/c1/images/65626_5172c3ba089e84bb418cc92f565aaf20_138x225_L.jpg,Marriott-Bonvoy-Bold-Credit-Card
Marriott Bonvoy Boundless™ Credit Card,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,FALSE,690,95.0,Unknown,https://www.nerdwallet.com/redirect/credit-cards/65568?clickHeader_category=Credit%20Card&clickHeader_productId=65568&name=Marriott-Bonvoy-Boundless-Credit-Card&trk_channel=web&trk_element=button&trk_location=MarketplaceApplyNow&trk_nldt=Decide&trk_pagetype=review&trk_sectionCategory=MarketplaceProductCard__cta&trk_topic=Travel%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application&has_prequalified=false&impression_id=&link_type=APPLY_NOW_BUTTON&monetizable=&page_number=&product_display_driver=&product_position=1&section_name=&section_position=&header_pageViewId=0f99926c-04b9-4ee3-b2e0-0cd16d1b2153,https://www.nerdwallet.com/reviews/credit-cards/marriott-bonvoy-boundless,0.0,//www.nerdwallet.com/c1/images/65568_e57d3f3cdb49f9af0b4d89d93dff2f5c_138x225_L.jpg,Marriott-Bonvoy-Boundless-Credit-Card
Wyndham Rewards® Visa® With No Annual Fee,1.0,3.0,1.0,2.0,1.0,1.0,FALSE,FALSE,690,0.0,Visa,,https://www.nerdwallet.com/reviews/credit-cards/wyndham-rewards-visa,0.0,//www.nerdwallet.com/c1/images/10056_43900741a759d2ee7d6d2fa5a9cdf079_141x225_L.jpg,Wyndham-Rewards-Visa-With-No-Annual-Fee
The Hilton Honors American Express Business Card,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,FALSE,690,95.0,American Express,https://www.nerdwallet.com/redirect/credit-cards/65501?clickHeader_category=Credit%20Card&clickHeader_productId=65501&name=American-Express-Hilton-Honors-Business&trk_channel=web&trk_element=button&trk_location=MarketplaceApplyNow&trk_nldt=undefined&trk_pagetype=review&trk_sectionCategory=MarketplaceProductCard__cta&trk_topic=Business%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application&has_prequalified=false&impression_id=&link_type=APPLY_NOW_BUTTON&monetizable=&page_number=&product_display_driver=&product_position=1&section_name=&section_position=&header_pageViewId=067d38d9-de37-40e9-b492-44dcb7a7e3a4,https://www.nerdwallet.com/blog/credit-cards/hilton-honors-american-express-business-card/,0.0,//www.nerdwallet.com/c1/images/65501_a496ae8c5496f134e282c0e68483eee2_142x225_L.jpg,The-Hilton-Honors-American-Express-Business-Card
Marriott Bonvoy Business™ American Express® Card,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,FALSE,690,125.0,American Express,https://www.nerdwallet.com/redirect/credit-cards/65567?clickHeader_category=Credit%20Card&clickHeader_productId=65567&name=American-Express-Marriott-Bonvoy-Business&trk_channel=web&trk_element=button&trk_location=MarketplaceApplyNow&trk_nldt=Decide&trk_pagetype=review&trk_sectionCategory=MarketplaceProductCard__cta&trk_topic=Business%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application&has_prequalified=false&impression_id=&link_type=APPLY_NOW_BUTTON&monetizable=&page_number=&product_display_driver=&product_position=1&section_name=&section_position=&header_pageViewId=2455bcd6-d175-4b58-bddd-2c6db5b35941,https://www.nerdwallet.com/reviews/credit-cards/marriott-bonvoy-business,0.0,//www.nerdwallet.com/c1/images/65567_b7efa9b91ec064b0a60d6657cd65ea6e_142x225_L.jpg,Marriott-Bonvoy-Business-American-Express-Card
Amazon Business Prime American Express Card,1.0,1.0,1.0,1.0,2.0,5.0,FALSE,FALSE,690,0.0,American Express,https://www.nerdwallet.com/redirect/credit-cards/65587?clickHeader_category=Credit%20Card&clickHeader_productId=65587&name=Amazon-Business-Prime-American-Express-Card&trk_channel=web&trk_element=button&trk_location=MarketplaceApplyNow&trk_nldt=undefined&trk_pagetype=review&trk_sectionCategory=MarketplaceProductCard__cta&trk_topic=Business%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application&has_prequalified=false&impression_id=&link_type=APPLY_NOW_BUTTON&monetizable=&page_number=&product_display_driver=&product_position=1&section_name=&section_position=&header_pageViewId=79a98b1e-fc45-4d78-a489-ab196192ab83,https://www.nerdwallet.com/reviews/credit-cards/amazon-business-prime-amex,0.0,//www.nerdwallet.com/c1/images/65587_f82321cdf7b7974dff044e3ed1cf9719_142x225_L.jpg,Amazon-Business-Prime-American-Express-Card
American Express Blue Business Cash™ Card,2.0,2.0,2.0,2.0,2.0,2.0,FALSE,TRUE,690,0.0,American Express,https://www.nerdwallet.com/redirect/credit-cards/65711?clickHeader_category=Credit%20Card&clickHeader_productId=65711&name=American-Express-Blue-Business-Cash-Card&trk_channel=web&trk_element=button&trk_location=MarketplaceApplyNow&trk_nldt=Learn-Decide&trk_pagetype=review&trk_sectionCategory=MarketplaceProductCard__cta&trk_topic=Business%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application&has_prequalified=false&impression_id=&link_type=APPLY_NOW_BUTTON&monetizable=&page_number=&product_display_driver=&product_position=1&section_name=&section_position=&header_pageViewId=ab30b269-ae57-4882-be9c-f66a771a9225,https://www.nerdwallet.com/reviews/credit-cards/amex-blue-business-cash,100.0,//www.nerdwallet.com/c1/images/65711_c2f089404666ad02f9ee45bbe25dd186_142x225_L.jpg,American-Express-Blue-Business-Cash-Card
The Blue Business® Plus Credit Card from American Express,2.0,2.0,2.0,2.0,2.0,2.0,FALSE,TRUE,690,0.0,American Express,https://www.nerdwallet.com/redirect/credit-cards/1112?clickHeader_category=Credit%20Card&clickHeader_productId=1112&name=American-Express-Blue-for-Business&trk_channel=web&trk_element=button&trk_location=MarketplaceApplyNow&trk_nldt=Decide&trk_pagetype=review&trk_sectionCategory=MarketplaceProductCard__cta&trk_topic=Business%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application&has_prequalified=false&impression_id=&link_type=APPLY_NOW_BUTTON&monetizable=&page_number=&product_display_driver=&product_position=1&section_name=&section_position=&header_pageViewId=da9b8990-8cac-4b2b-91d7-b0026a638b5b,https://www.nerdwallet.com/reviews/credit-cards/amex-blue-business-plus,100.0,//www.nerdwallet.com/c1/images/1112_5a54e6192a26742b792a7751ca206327_142x225_L.jpg,The-Blue-Business-Plus-Credit-Card-from-American-Express
American Express® Business Gold Card,1.0,1.0,1.0,1.0,1.0,4.0,FALSE,FALSE,690,295.0,American Express,https://www.nerdwallet.com/redirect/credit-cards/1103?clickHeader_category=Credit%20Card&clickHeader_productId=1103&name=American-Express-Gold-Card-from-OPEN&trk_channel=web&trk_element=button&trk_location=MarketplaceApplyNow&trk_nldt=Decide&trk_pagetype=review&trk_sectionCategory=MarketplaceProductCard__cta&trk_topic=Business%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application&has_prequalified=false&impression_id=&link_type=APPLY_NOW_BUTTON&monetizable=&page_number=&product_display_driver=&product_position=1&section_name=&section_position=&header_pageViewId=ef97d8fc-ad5d-4f2b-a097-fa1fc3bce2f0,https://www.nerdwallet.com/reviews/credit-cards/american-express-business-gold,0.0,//www.nerdwallet.com/c1/images/1103_53cb43d5b32e8f042a0837b45a0274e7_142x225_L.jpg,American-Express-Business-Gold-Card
The Business Platinum Card® from American Express,5.0,5.0,1.0,1.0,1.0,1.0,FALSE,FALSE,690,595.0,American Express,https://www.nerdwallet.com/redirect/credit-cards/1100?clickHeader_category=Credit%20Card&clickHeader_productId=1100&name=American-Express-Business-Platinum&trk_channel=web&trk_element=button&trk_location=MarketplaceApplyNow&trk_nldt=Decide&trk_pagetype=review&trk_sectionCategory=MarketplaceProductCard__cta&trk_topic=Business%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application&has_prequalified=false&impression_id=&link_type=APPLY_NOW_BUTTON&monetizable=&page_number=&product_display_driver=&product_position=1&section_name=&section_position=&header_pageViewId=a960dd81-f2e0-42ea-bc43-fd95fe14c766,https://www.nerdwallet.com/reviews/credit-cards/american-express-business-platinum,200.0,//www.nerdwallet.com/c1/images/1100_8a523ba6a026c08b03757977dfda5ca5_142x225_L.jpg,The-Business-Platinum-Card-from-American-Express
Business Green Rewards Card from American Express,1.0,1.0,1.0,1.0,1.0,1.0,FALSE,FALSE,690,95.0,American Express,,https://www.nerdwallet.com/reviews/credit-cards/american-express-business-green,0.0,//cdn.nerdwallet.com/img/cc/CC_placeholder.svg,Business-Green-Rewards-Card-from-American-Express
The Plum Card® from American Express,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,FALSE,690,250.0,American Express,https://www.nerdwallet.com/redirect/credit-cards/1105?clickHeader_category=Credit%20Card&clickHeader_productId=1105&name=American-Express-Plum-Card&trk_channel=web&trk_element=button&trk_location=MarketplaceApplyNow&trk_nldt=Decide&trk_pagetype=review&trk_sectionCategory=MarketplaceProductCard__cta&trk_topic=Business%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application&has_prequalified=false&impression_id=&link_type=APPLY_NOW_BUTTON&monetizable=&page_number=&product_display_driver=&product_position=1&section_name=&section_position=&header_pageViewId=84463d00-cf8b-417c-95ae-6512509c9e62,https://www.nerdwallet.com/reviews/credit-cards/american-express-plum,0.0,//www.nerdwallet.com/c1/images/1105_24572f47209b9a2f0313b04695426e35_142x225_L.jpg,The-Plum-Card-from-American-Express
Bank of America® Business Advantage Cash Rewards Mastercard® credit card,1.0,1.0,1.0,1.0,2.0,3.0,FALSE,TRUE,720,0.0,MasterCard,,https://www.nerdwallet.com/reviews/credit-cards/bank-of-america-business-advantage-cash-rewards,300.0,//cdn.nerdwallet.com/img/cc/CC_placeholder.svg,Bank-of-America-Business-Advantage-Cash-Rewards-Mastercard-credit-card
Bank of America® Business Advantage Travel Rewards World Mastercard® credit card,1.5,1.5,1.5,1.5,1.5,1.5,FALSE,TRUE,720,0.0,MasterCard,,https://www.nerdwallet.com/reviews/credit-cards/bank-of-america-business-advantage-travel,300.0,//cdn.nerdwallet.com/img/cc/CC_placeholder.svg,Bank-of-America-Business-Advantage-Travel-Rewards-World-Mastercard-credit-card
Bank of America® Platinum Plus® Mastercard® Business credit card,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,FALSE,720,0.0,MasterCard,,https://www.nerdwallet.com/reviews/credit-cards/bank-of-america-platinum-business,300.0,//cdn.nerdwallet.com/img/cc/CC_placeholder.svg,Bank-of-America-Platinum-Plus-Mastercard-Business-credit-card
Brex Card for Startups,4.0,4.0,1.0,1.0,3.0,1.0,FALSE,FALSE,300,0.0,Unknown,https://www.nerdwallet.com/redirect/credit-cards/65556?clickHeader_category=Credit%20Card&clickHeader_productId=65556&name=Brex-Commercial-Card&trk_channel=web&trk_element=button&trk_location=MarketplaceApplyNow&trk_nldt=Learn-Decide&trk_pagetype=review&trk_sectionCategory=MarketplaceProductCard__cta&trk_topic=Business%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application&has_prequalified=false&impression_id=&link_type=APPLY_NOW_BUTTON&monetizable=&page_number=&product_display_driver=&product_position=1&section_name=&section_position=&header_pageViewId=da354f77-4b52-43b2-9b0c-ac059e2afe10,https://www.nerdwallet.com/reviews/credit-cards/brex-card,0.0,//www.nerdwallet.com/c1/images/65556_8e08f0628424d7d2ef9b2dbcc2ae51fd_141x225_L.jpg,Brex-Card-for-Startups
Capital One® Spark® Cash for Business,2.0,2.0,2.0,2.0,2.0,2.0,FALSE,TRUE,690,95.0,Unknown,,https://www.nerdwallet.com/reviews/credit-cards/capital-one-spark-cash,0.0,//cdn.nerdwallet.com/img/cc/CC_placeholder.svg,Capital-One-Spark-Cash-for-Business
Capital One® Spark® Cash Select for Business,1.5,1.5,1.5,1.5,1.5,1.5,FALSE,TRUE,690,0.0,Unknown,,https://www.nerdwallet.com/reviews/credit-cards/capital-one-spark-cash-select,0.0,//cdn.nerdwallet.com/img/cc/CC_placeholder.svg,Capital-One-Spark-Cash-Select-for-Business
Capital One® Spark® Classic for Business,1.0,1.0,1.0,1.0,1.0,1.0,FALSE,TRUE,630,0.0,Unknown,,https://www.nerdwallet.com/reviews/credit-cards/capital-one-spark-classic,0.0,//cdn.nerdwallet.com/img/cc/CC_placeholder.svg,Capital-One-Spark-Classic-for-Business
Capital One® Spark® Miles for Business,2.0,2.0,2.0,2.0,2.0,2.0,FALSE,TRUE,690,95.0,Unknown,,https://www.nerdwallet.com/reviews/credit-cards/capital-one-spark-miles,100.0,//cdn.nerdwallet.com/img/cc/CC_placeholder.svg,Capital-One-Spark-Miles-for-Business
Capital One® Spark® Miles Select for Business,1.5,1.5,1.5,1.5,1.5,1.5,FALSE,TRUE,690,0.0,Unknown,,https://www.nerdwallet.com/reviews/credit-cards/capital-one-spark-miles-select,0.0,//cdn.nerdwallet.com/img/cc/CC_placeholder.svg,Capital-One-Spark-Miles-Select-for-Business
Discover it® Business Card,1.5,1.5,1.5,1.5,1.5,1.5,FALSE,TRUE,690,0.0,Discover,,https://www.nerdwallet.com/reviews/credit-cards/discover-it-business,0.0,//cdn.nerdwallet.com/img/cc/CC_placeholder.svg,Discover-it-Business-Card
Ink Business Cash℠ Credit Card,1.0,1.0,1.0,2.0,2.0,5.0,FALSE,FALSE,690,0.0,Unknown,,https://www.nerdwallet.com/reviews/credit-cards/chase-ink-cash,0.0,//cdn.nerdwallet.com/img/cc/CC_placeholder.svg,Ink-Business-Cash-Credit-Card
Ink Business Preferred® Credit Card,3.0,3.0,1.0,1.0,1.0,3.0,FALSE,FALSE,690,95.0,Unknown,,https://www.nerdwallet.com/reviews/credit-cards/chase-ink-preferred,0.0,//cdn.nerdwallet.com/img/cc/CC_placeholder.svg,Ink-Business-Preferred-Credit-Card
Ink Business Unlimited℠ Credit Card,1.5,1.5,1.5,1.5,1.5,1.5,FALSE,TRUE,690,0.0,Unknown,,https://www.nerdwallet.com/reviews/credit-cards/chase-ink-business-unlimited,0.0,//cdn.nerdwallet.com/img/cc/CC_placeholder.svg,Ink-Business-Unlimited-Credit-Card
U.S. Bank Business Cash Rewards World Elite™ MasterCard®,1.0,1.0,1.0,3.0,1.0,1.0,FALSE,FALSE,720,0.0,MasterCard,,https://www.nerdwallet.com/reviews/credit-cards/us-bank-business-cash-rewards,0.0,//cdn.nerdwallet.com/img/cc/CC_placeholder.svg,U.S.-Bank-Business-Cash-Rewards-World-Elite-MasterCard
U.S. Bank Business Leverage® Visa Signature® Card,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,FALSE,720,95.0,Visa,,https://www.nerdwallet.com/reviews/credit-cards/us-bank-business-leverage,0.0,//cdn.nerdwallet.com/img/cc/CC_placeholder.svg,U.S.-Bank-Business-Leverage-Visa-Signature-Card
Journey® Student Rewards from Capital One®,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,FALSE,630,0.0,Unknown,,https://www.nerdwallet.com/reviews/credit-cards/capital-one-journey,0.0,//cdn.nerdwallet.com/img/cc/CC_placeholder.svg,Journey-Student-Rewards-from-Capital-One
Citi Rewards+℠ Student Card,2.0,2.0,2.0,2.0,2.0,2.0,FALSE,TRUE,690,0.0,Unknown,,https://www.nerdwallet.com/reviews/credit-cards/citi-rewards-plus-student,0.0,//cdn.nerdwallet.com/img/cc/CC_placeholder.svg,Citi-Rewards+-Student-Card
Deserve® EDU Mastercard for Students,1.0,1.0,1.0,1.0,1.0,1.0,FALSE,TRUE,630,0.0,MasterCard,https://www.nerdwallet.com/redirect/credit-cards/65466?clickHeader_category=Credit%20Card&clickHeader_productId=65466&name=Deserve-Edu-Mastercard&trk_channel=web&trk_element=button&trk_location=MarketplaceApplyNow&trk_nldt=Decide&trk_pagetype=review&trk_sectionCategory=MarketplaceProductCard__cta&trk_topic=Student%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application&has_prequalified=false&impression_id=&link_type=APPLY_NOW_BUTTON&monetizable=&page_number=&product_display_driver=&product_position=1&section_name=&section_position=&header_pageViewId=c927307d-2cb7-4002-8440-b3f11c08b4f3&clickHeader_productSlug=Deserve-Edu-Mastercard&clickHeader_productLocation=MarketplaceProductCard&clickHeader_productInstance=unknown&clickHeader_linkType=APPLY_NOW_BUTTON&clickHeader_productPosition=1&clickHeader_sectionPosition=&clickHeader_offerVersionId=171169&clickHeader_pageNumber=&clickHeader_impressionId=d61a5437-b2b0-420a-99b8-d65481cc6f18&pos=1,https://www.nerdwallet.com/reviews/credit-cards/deserve-edu,0.0,//www.nerdwallet.com/c1/images/65466_953e2ebaf83db83e1f7947ae1411f787_141x225_L.jpg,Deserve-EDU-Mastercard-for-Students
Discover it® Student Cash Back,1.0,1.0,1.0,1.0,1.0,5.0,FALSE,FALSE,630,0.0,Discover,https://www.nerdwallet.com/redirect/credit-cards/6044?clickHeader_category=Credit%20Card&clickHeader_productId=6044&name=Discover-It-Student&trk_channel=web&trk_element=button&trk_location=MarketplaceApplyNow&trk_nldt=Decide&trk_pagetype=review&trk_sectionCategory=MarketplaceProductCard__cta&trk_topic=undefined&trk_vertical=Credit%20Cards&finish_type=external_application&has_prequalified=false&impression_id=&link_type=APPLY_NOW_BUTTON&monetizable=&page_number=&product_display_driver=&product_position=1&section_name=&section_position=&header_pageViewId=793134d3-91bd-4649-a609-433e4625fc8f&clickHeader_productSlug=Discover-It-Student&clickHeader_productLocation=MarketplaceProductCard&clickHeader_productInstance=unknown&clickHeader_linkType=APPLY_NOW_BUTTON&clickHeader_productPosition=1&clickHeader_sectionPosition=&clickHeader_offerVersionId=174539&clickHeader_pageNumber=&clickHeader_impressionId=84149c54-4f97-44e5-82db-28b1b4c7b8cb&pos=1,https://www.nerdwallet.com/reviews/credit-cards/discover-it-student-cash-back,0.0,//www.nerdwallet.com/c1/images/6044_6b2e40feb3ab32dd2163b3461a61b416_140x225_L.jpg,Discover-it-Student-Cash-Back
Discover it® Student chrome,1.0,1.0,1.0,2.0,2.0,1.0,FALSE,FALSE,630,0.0,Discover,https://www.nerdwallet.com/redirect/credit-cards/6050?clickHeader_category=Credit%20Card&clickHeader_productId=6050&name=Discover-it-chrome-Students&trk_channel=web&trk_element=button&trk_location=MarketplaceApplyNow&trk_nldt=Decide&trk_pagetype=review&trk_sectionCategory=MarketplaceProductCard__cta&trk_topic=Student%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application&has_prequalified=false&impression_id=&link_type=APPLY_NOW_BUTTON&monetizable=&page_number=&product_display_driver=&product_position=1&section_name=&section_position=&header_pageViewId=88862bc1-1b19-4490-a2f9-bce4aef5f3f5&clickHeader_productSlug=Discover-it-chrome-Students&clickHeader_productLocation=MarketplaceProductCard&clickHeader_productInstance=unknown&clickHeader_linkType=APPLY_NOW_BUTTON&clickHeader_productPosition=1&clickHeader_sectionPosition=&clickHeader_offerVersionId=174540&clickHeader_pageNumber=&clickHeader_impressionId=0ee1ee57-f445-4f62-8974-fb6ad53877a3&pos=1,https://www.nerdwallet.com/reviews/credit-cards/discover-it-student-chrome,0.0,//www.nerdwallet.com/c1/images/6050_448fee0997d0d9ff5aa1bd460f5e10a7_140x225_L.jpg,Discover-it-Student-chrome
Capital One® Secured Mastercard®,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,FALSE,300,0.0,MasterCard,,https://www.nerdwallet.com/reviews/credit-cards/capital-one-secured,200.0,//cdn.nerdwallet.com/img/cc/CC_placeholder.svg,Capital-One-Secured-Mastercard
Citi® Secured Mastercard®,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,FALSE,690,0.0,MasterCard,,https://www.nerdwallet.com/reviews/credit-cards/citi-secured,200.0,//cdn.nerdwallet.com/img/cc/CC_placeholder.svg,Citi-Secured-Mastercard
DCU Visa® Platinum Secured Credit Card,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,FALSE,300,0.0,Visa,,https://www.nerdwallet.com/reviews/credit-cards/digital-federal-credit-union-secured,0.0,//www.nerdwallet.com/c1/images/60032_27dcb99925b2db0f29498ec66b3d702a_147x225_L.jpg,DCU-Visa-Platinum-Secured-Credit-Card
Discover it® Secured,1.0,1.0,1.0,2.0,2.0,1.0,FALSE,FALSE,300,0.0,Discover,https://www.nerdwallet.com/redirect/credit-cards/6054?clickHeader_category=Credit%20Card&clickHeader_productId=6054&name=discover-it-secured&trk_channel=web&trk_element=button&trk_location=MarketplaceApplyNow&trk_nldt=Decide&trk_pagetype=review&trk_sectionCategory=MarketplaceProductCard__cta&trk_topic=undefined&trk_vertical=Credit%20Cards&finish_type=external_application&has_prequalified=false&impression_id=&link_type=APPLY_NOW_BUTTON&monetizable=&page_number=&product_display_driver=&product_position=1&section_name=&section_position=&header_pageViewId=3c4d5454-7d79-4f40-b385-1ca10278cc80&clickHeader_productSlug=discover-it-secured&clickHeader_productLocation=MarketplaceProductCard&clickHeader_productInstance=unknown&clickHeader_linkType=APPLY_NOW_BUTTON&clickHeader_productPosition=1&clickHeader_sectionPosition=&clickHeader_offerVersionId=174531&clickHeader_pageNumber=&clickHeader_impressionId=e8f4e31b-0489-473d-9867-1e41114cf60e&pos=1,https://www.nerdwallet.com/reviews/credit-cards/discover-it-secured,0.0,//www.nerdwallet.com/c1/images/6054_577ad6345f776b34f94390221f70f0a9_140x225_L.jpg,Discover-it-Secured
OpenSky® Secured Visa® Credit Card,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,FALSE,300,35.0,Visa,https://www.nerdwallet.com/redirect/credit-cards/1803?clickHeader_category=Credit%20Card&clickHeader_productId=1803&name=Open-Sky-Secured-Visa&trk_channel=web&trk_element=button&trk_location=MarketplaceApplyNow&trk_nldt=Decide&trk_pagetype=review&trk_sectionCategory=MarketplaceProductCard__cta&trk_topic=Credit%20Cards%20for%20Bad%20Credit&trk_vertical=Credit%20Cards&finish_type=external_application&has_prequalified=false&impression_id=&link_type=APPLY_NOW_BUTTON&monetizable=&page_number=&product_display_driver=&product_position=1&section_name=&section_position=&header_pageViewId=3ddbd852-ad45-45d3-b185-553a4461eeb3&clickHeader_productSlug=Open-Sky-Secured-Visa&clickHeader_productLocation=MarketplaceProductCard&clickHeader_productInstance=unknown&clickHeader_linkType=APPLY_NOW_BUTTON&clickHeader_productPosition=1&clickHeader_sectionPosition=&clickHeader_offerVersionId=174740&clickHeader_pageNumber=&clickHeader_impressionId=544e9df7-6c38-4192-b274-f58caf069038&pos=1,https://www.nerdwallet.com/reviews/credit-cards/opensky-secured,0.0,//www.nerdwallet.com/c1/images/1803_8621e62568254bb5238530a1bc8eff40_141x225_L.jpg,OpenSky-Secured-Visa-Credit-Card
Amazon Prime Rewards Visa Signature Card,1.0,1.0,1.0,1.0,2.0,5.0,FALSE,FALSE,690,0.0,Visa,,https://www.nerdwallet.com/reviews/credit-cards/amazon-prime-rewards,0.0,//www.nerdwallet.com/c1/images/65562_b62b17d179fab4040c7b94e9ce4ec811_144x225_L.jpg,Amazon-Prime-Rewards-Visa-Signature-Card
